"Label (Grouping)","Total","Total!!Less than $10,000","Total!!$10,000 to $14,999","Total!!$15,000 to $24,999","Total!!$25,000 to $34,999","Total!!$35,000 to $49,999","Total!!$50,000 to $74,999","Total!!$75,000 to $99,999","Total!!$100,000 to $149,999","Total!!$150,000 to $199,999","Total!!$200,000 or more","Median income","Mean income","PERCENT ALLOCATED","PERCENT ALLOCATED!!Household income in the past 12 months","PERCENT ALLOCATED!!Family income in the past 12 months","PERCENT ALLOCATED!!Nonfamily income in the past 12 months"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","357","1.7%","0.0%","1.7%","8.7%","19.9%","31.1%","9.2%","15.1%","9.8%","2.8%","70,884","82,907","","(X)","35.9%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","215","0.0%","0.0%","2.8%","8.4%","21.4%","20.5%","10.2%","17.2%","14.9%","4.7%","73,194","N","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","101","4.0%","12.9%","4.0%","9.9%","37.6%","26.7%","5.0%","0.0%","0.0%","0.0%","40,313","39,359","","(X)","(X)","42.6%"
"Stonewall County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","580","6.6%","4.5%","17.4%","11.9%","8.4%","19.3%","15.3%","7.4%","6.6%","2.6%","51,250","62,955","","38.6%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","374","0.0%","0.8%","16.0%","7.2%","11.2%","21.1%","19.5%","9.9%","10.2%","4.0%","70,385","79,617","","(X)","43.3%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","315","0.0%","1.0%","9.8%","7.3%","7.6%","25.1%","20.6%","11.7%","12.1%","4.8%","74,519","N","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","206","18.4%","11.2%","30.1%","20.4%","3.4%","5.8%","7.8%","2.9%","0.0%","0.0%","22,826","29,614","","(X)","(X)","30.1%"
"Sutton County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","1,412","9.2%","1.8%","11.0%","11.0%","12.9%","18.9%","13.8%","15.2%","5.1%","1.2%","54,306","66,252","","52.2%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","996","7.5%","0.0%","8.1%","8.3%","14.0%","20.8%","15.4%","18.7%","5.5%","1.7%","60,792","74,093","","(X)","53.2%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","762","2.2%","0.0%","7.2%","4.9%","16.0%","19.8%","17.3%","23.1%","7.2%","2.2%","72,344","N","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","416","15.9%","6.0%","15.1%","19.5%","10.3%","12.3%","10.1%","6.7%","4.1%","0.0%","32,396","46,227","","(X)","(X)","49.8%"
"Swisher County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","2,505","10.9%","5.4%","16.3%","11.8%","18.1%","14.4%","12.6%","6.3%","2.5%","1.8%","39,771","54,469","","45.1%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","1,717","6.2%","1.9%","17.5%","11.8%","14.1%","19.9%","16.1%","8.5%","1.5%","2.6%","47,043","63,099","","(X)","47.7%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","1,287","0.3%","0.4%","14.4%","13.4%","15.7%","18.7%","20.5%","11.3%","1.9%","3.3%","58,348","N","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","788","22.8%","12.8%","14.0%","10.4%","26.5%","4.3%","3.9%","0.5%","4.7%","0.0%","25,341","34,553","","(X)","(X)","38.2%"
"Tarrant County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","708,252","4.6%","3.3%","7.2%","8.8%","12.2%","18.5%","13.6%","16.4%","7.4%","8.0%","67,700","92,653","","29.7%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","495,825","3.2%","2.0%","5.6%","7.3%","11.1%","17.8%","14.4%","19.3%","9.2%","10.3%","79,859","105,859","","(X)","30.6%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","355,750","1.1%","1.0%","3.2%","5.1%","9.1%","16.8%","15.4%","23.2%","11.7%","13.5%","97,202","124,104","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","212,427","9.4%","6.7%","12.0%","13.0%","15.2%","20.0%","10.5%","8.5%","2.5%","2.2%","42,740","57,056","","(X)","(X)","25.6%"
"Taylor County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","49,868","6.4%","4.9%","9.8%","10.9%","15.4%","18.2%","12.5%","13.7%","4.3%","3.8%","53,143","71,506","","28.1%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","32,740","3.9%","2.5%","7.1%","9.1%","15.1%","19.3%","15.1%","17.3%","5.6%","5.0%","65,192","83,594","","(X)","26.9%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","23,930","0.9%","1.2%","3.3%","7.2%","13.6%","20.1%","18.4%","21.8%","7.1%","6.5%","78,780","97,723","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","17,128","13.2%","10.0%","16.2%","13.9%","16.1%","15.5%","6.6%","5.8%","1.4%","1.2%","31,952","44,135","","(X)","(X)","28.7%"
"Terrell County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","418","12.4%","2.6%","16.7%","7.7%","22.7%","9.8%","10.0%","16.3%","1.7%","0.0%","43,208","53,102","","48.3%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","253","5.5%","0.0%","13.0%","5.9%","20.2%","16.2%","9.5%","26.9%","2.8%","0.0%","54,485","68,258","","(X)","54.5%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","202","6.9%","0.0%","3.5%","4.0%","25.2%","12.9%","11.9%","32.2%","3.5%","0.0%","72,917","N","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","165","23.0%","6.7%","22.4%","10.3%","26.7%","0.0%","10.9%","0.0%","0.0%","0.0%","21,827","29,863","","(X)","(X)","38.8%"
"Terry County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","4,061","8.1%","3.5%","10.8%","13.1%","19.3%","15.7%","11.8%","11.6%","3.9%","2.2%","44,627","62,202","","42.2%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","2,875","5.0%","1.9%","8.1%","11.2%","24.8%","15.8%","13.5%","11.6%","5.5%","2.7%","49,328","69,028","","(X)","40.1%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","2,111","0.9%","1.6%","6.3%","11.5%","19.1%","18.1%","15.7%","15.6%","7.4%","3.6%","64,185","N","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","1,186","19.1%","7.3%","14.1%","19.1%","9.4%","16.0%","6.7%","7.1%","0.0%","1.1%","28,263","40,902","","(X)","(X)","42.2%"
"Throckmorton County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","668","15.6%","6.3%","7.8%","14.4%","12.0%","15.7%","10.2%","12.7%","3.0%","2.4%","40,000","61,731","","41.3%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","424","8.5%","1.4%","6.4%","12.3%","12.0%","19.3%","14.2%","17.7%","4.7%","3.5%","59,853","79,028","","(X)","37.7%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","355","2.0%","1.7%","3.9%","14.6%","11.3%","23.1%","16.6%","17.5%","5.6%","3.7%","66,696","N","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","244","27.9%","14.8%","13.1%","18.0%","10.7%","7.8%","3.3%","4.1%","0.0%","0.4%","19,531","30,606","","(X)","(X)","46.3%"
"Titus County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","10,893","5.1%","5.4%","14.0%","11.3%","13.9%","20.5%","12.1%","12.1%","2.8%","2.7%","50,196","62,814","","50.1%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","8,437","2.9%","4.2%","12.6%","10.6%","14.3%","22.0%","13.5%","13.5%","3.5%","3.0%","54,719","67,867","","(X)","51.0%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","6,313","1.4%","2.2%","9.5%","10.2%","12.6%","23.4%","15.7%","16.9%","4.1%","4.0%","66,326","N","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","2,456","13.2%","10.2%","22.0%","13.6%","14.9%","13.8%","4.2%","6.3%","0.2%","1.7%","30,310","41,153","","(X)","(X)","46.1%"
"Tom Green County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","43,314","5.7%","4.5%","10.8%","11.1%","14.8%","18.0%","12.4%","13.6%","4.7%","4.4%","53,903","75,019","","31.3%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","27,669","3.2%","2.1%","6.7%","8.2%","15.5%","19.3%","14.5%","18.3%","6.6%","5.6%","68,942","89,232","","(X)","31.6%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","20,292","0.9%","0.6%","3.7%","5.9%","13.1%","19.8%","17.3%","22.3%","8.8%","7.5%","82,608","105,045","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","15,645","11.2%","9.3%","18.8%","16.0%","13.5%","15.2%","8.3%","4.4%","1.1%","2.2%","31,194","47,788","","(X)","(X)","29.5%"
"Travis County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","472,361","5.2%","2.6%","6.1%","7.5%","11.0%","17.0%","12.6%","17.1%","8.6%","12.3%","75,887","108,994","","33.4%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","269,295","3.1%","1.8%","4.5%","6.2%","8.6%","14.8%","12.4%","19.7%","11.5%","17.4%","96,847","132,559","","(X)","35.2%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","204,593","1.2%","1.0%","2.8%","4.3%","6.4%","13.2%","12.6%","22.6%","14.1%","22.0%","115,720","153,716","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","203,066","8.7%","3.9%","8.7%","9.8%","14.5%","19.9%","12.3%","12.8%","4.5%","4.9%","54,419","74,542","","(X)","(X)","29.8%"
"Trinity County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","6,030","7.7%","6.9%","13.6%","15.7%","13.2%","20.0%","9.3%","6.4%","5.4%","1.8%","41,357","58,110","","34.9%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","4,118","6.6%","4.3%","8.5%","14.3%","15.1%","22.9%","11.1%","7.2%","7.5%","2.6%","50,823","68,242","","(X)","36.9%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","3,054","4.3%","3.6%","5.9%","10.7%","14.6%","24.9%","14.7%","8.4%","9.8%","3.1%","58,565","N","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","1,912","10.1%","14.1%","26.6%","17.9%","10.3%","10.0%","5.3%","4.8%","0.9%","0.0%","24,412","34,572","","(X)","(X)","30.6%"
"Tyler County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","7,100","7.6%","7.9%","12.1%","12.0%","13.5%","20.3%","11.7%","11.1%","2.3%","1.5%","44,497","56,879","","46.4%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","4,774","4.0%","5.6%","6.3%","10.4%","14.1%","23.3%","16.8%","14.9%","2.7%","1.9%","60,565","68,266","","(X)","48.0%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","3,617","0.9%","2.4%","3.1%","10.6%","12.9%","26.7%","20.0%","18.2%","2.7%","2.5%","66,300","N","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","2,326","17.2%","13.5%","21.5%","16.2%","11.5%","13.9%","3.1%","1.2%","1.4%","0.5%","23,322","32,168","","(X)","(X)","38.0%"
"Upshur County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","14,108","7.0%","6.0%","10.3%","10.6%","14.5%","17.6%","11.7%","14.2%","4.7%","3.5%","52,162","68,387","","41.5%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","10,041","3.4%","2.8%","6.4%","9.9%","14.9%","22.3%","13.1%","17.3%","5.9%","4.2%","64,243","78,263","","(X)","42.8%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","7,901","1.8%","2.4%","5.0%","8.3%","14.5%","22.0%","15.4%","19.5%","6.0%","5.1%","70,247","N","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","4,067","17.1%","13.9%","19.9%","14.1%","13.4%","7.2%","6.1%","5.8%","0.7%","1.9%","24,564","40,634","","(X)","(X)","37.3%"
"Upton County, Texas","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","",""
"        Estimate","1,332","9.8%","3.4%","10.5%","9.3%","14.5%","19.3%","13.9%","12.3%","3.8%","3.2%","52,171","65,771","","59.7%","(X)","(X)"
"    Families","","","","","","","","","","","","","","","","",""
"        Estimate","863","4.6%","1.6%","6.7%","6.6%","11.5%","23.4%","17.4%","17.4%","5.8%","5.0%","71,679","82,534","","(X)","65.5%","(X)"
"    Married-couple families","","","","","","","","","","","","","","","","",""
"        Estimate","701","2.0%","0.9%","6.6%","5.4%","12.3%","26.8%","15.1%","17.7%","7.1%","6.1%","72,464","N","","(X)","(X)","(X)"
"    Nonfamily households","","","","","","","","","","","","","","","","",""
"        Estimate","469","19.4%","8.3%","15.8%","14.3%","20.0%","12.8%","7.5%","1.9%","0.0%","0.0%","29,896","34,184","","(X)","(X)","49.0%"
